dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg
2016-04-10,12.43,12.43,0,41.53,41.53,0,38.65,38.65,0,5.897,5.897,0,0.00549093441792557,0.00549093441792557,0
2016-04-11,11.67,11.67,0,38.22,38.22,0,37.91,37.91,0,6.33,6.33,0,0.00627796819956203,0.00627796819956203,0
2016-04-12,10.62,10.62,0,33.64,33.64,0,36.67,36.67,0,6.572,6.572,0,0.00716241194113134,0.00716241194113134,0
2016-04-13,9.875,9.875,0,30.55,30.55,0,35.81,35.81,0,6.34,6.34,0,0.00743084857008908,0.00743084857008908,0
2016-04-14,10.46,10.46,0,33.14,33.14,0,36.67,36.67,0,7.777,7.777,0,0.0086053130089937,0.0086053130089937,0
2016-04-15,10.52,10.52,0,33,33,0,36.32,36.32,0,6.669,6.669,0,0.00733721482889734,0.00733721482889734,0
2016-04-16,10.16,10.16,0,31.79,31.79,0,36.23,36.23,0,6.198,6.198,0,0.00706064085739283,0.00706064085739283,0
2016-04-17,10.32,10.32,0,32.29,32.29,0,36.22,36.22,0,6.01,6.01,0,0.00674032802182027,0.00674032802182027,0
2016-04-18,10.64,10.64,0,33.81,33.81,0,36.77,36.77,0,5.947,5.947,0,0.00646908068783069,0.00646908068783069,0
2016-04-19,11.27,11.27,0,36.76,36.76,0,37.74,37.74,0,6.176,6.176,0,0.00634263367182622,0.00634263367182622,0
2016-04-20,11.25,11.25,0,36.61,36.61,0,37.67,37.67,0,6.629,6.629,0,0.00681995884773663,0.00681995884773663,0
2016-04-21,10.43,10.43,0,33,33,0,36.62,36.62,0,6.938,6.938,0,0.00769903412520862,0.00769903412520862,0
2016-04-22,9.468,9.468,0,28.57,28.57,0,34.93,34.93,0,7.036,7.036,0,0.00860109687211504,0.00860109687211504,0
2016-04-23,9.079,9.079,0,27.18,27.18,0,34.66,34.66,0,7.087,7.087,0,0.00903463629947824,0.00903463629947824,0
2016-04-24,8.826,8.826,0,26.14,26.14,0,34.28,34.28,0,6.957,6.957,0,0.00912313996525417,0.00912313996525417,0
2016-04-25,8.711,8.711,0,25.46,25.46,0,33.83,33.83,0,6.368,6.368,0,0.00846099227456133,0.00846099227456133,0
2016-04-26,8.521,8.521,0,24.8,24.8,0,33.69,33.69,0,5.866,5.866,0,0.00796778764446878,0.00796778764446878,0
2016-04-27,8.432,8.432,0,24.28,24.28,0,33.33,33.33,0,5.977,5.977,0,0.00820425056223206,0.00820425056223206,0
2016-04-28,8.316,8.316,0,24.05,24.05,0,33.48,33.48,0,5.591,5.591,0,0.00778146322127804,0.00778146322127804,0
2016-04-29,8.181,8.181,0,23.28,23.28,0,32.94,32.94,0,5.618,5.618,0,0.00794806846939838,0.00794806846939838,0
2016-04-30,8.08,8.08,0,23.14,23.14,0,33.15,33.15,0,5.407,5.407,0,0.00774517555922259,0.00774517555922259,0
2016-05-01,7.925,7.925,0,22.27,22.27,0,32.52,32.52,0,5.217,5.217,0,0.00761917280056081,0.00761917280056081,0
2016-05-02,7.796,7.796,0,21.95,21.95,0,32.6,32.6,0,5.113,5.113,0,0.00759084668300933,0.00759084668300933,0
2016-05-03,7.661,7.661,0,21.2,21.2,0,32.03,32.03,0,5.054,5.054,0,0.00763547452948315,0.00763547452948315,0
2016-05-04,7.619,7.619,0,20.97,20.97,0,31.85,31.85,0,5.057,5.057,0,0.00768212266604444,0.00768212266604444,0
2016-05-05,7.627,7.627,0,21.01,21.01,0,31.89,31.89,0,4.86,4.86,0,0.00737511472400682,0.00737511472400682,0
2016-05-06,7.432,7.432,0,20.34,20.34,0,31.68,31.68,0,4.589,4.589,0,0.00714658583502771,0.00714658583502771,0
2016-05-07,7.221,7.221,0,19.59,19.59,0,31.4,31.4,0,4.337,4.337,0,0.00695149691999159,0.00695149691999159,0
2016-05-08,7.013,7.013,0,18.86,18.86,0,31.13,31.13,0,4.112,4.112,0,0.00678633859868709,0.00678633859868709,0
2016-05-09,6.904,6.904,0,18.64,18.64,0,31.26,31.26,0,3.948,3.948,0,0.00661854641431698,0.00661854641431698,0
2016-05-10,6.798,6.798,0,18.07,18.07,0,30.76,30.76,0,3.801,3.801,0,0.00647147036710144,0.00647147036710144,0
2016-05-11,6.652,6.652,0,17.66,17.66,0,30.73,30.73,0,3.641,3.641,0,0.006335117814748,0.006335117814748,0
2016-05-12,6.493,6.493,0,16.84,16.84,0,30.01,30.01,0,3.482,3.482,0,0.00620682672507715,0.00620682672507715,0
2016-05-13,6.335,6.335,0,16.37,16.37,0,29.91,29.91,0,3.329,3.329,0,0.00608209827823088,0.00608209827823088,0
2016-05-14,6.272,6.272,0,16.04,16.04,0,29.59,29.59,0,3.226,3.226,0,0.00595311909486017,0.00595311909486017,0
2016-05-15,7.083,7.083,0,19.65,19.65,0,32.11,32.11,0,3.497,3.497,0,0.00571432119681449,0.00571432119681449,0
2016-05-16,7.059,7.059,0,19.08,19.08,0,31.28,31.28,0,3.32,3.32,0,0.0054435367510874,0.0054435367510874,0
2016-05-17,6.608,6.608,0,17.43,17.43,0,30.53,30.53,0,3.077,3.077,0,0.00538944096941978,0.00538944096941978,0
2016-05-18,6.245,6.245,0,15.91,15.91,0,29.48,29.48,0,2.874,2.874,0,0.00532648340894938,0.00532648340894938,0
2016-05-19,5.989,5.989,0,15.28,15.28,0,29.52,29.52,0,2.715,2.715,0,0.00524688781284206,0.00524688781284206,0
2016-05-20,5.784,5.784,0,14.57,14.57,0,29.15,29.15,0,2.576,2.576,0,0.00515470518928334,0.00515470518928334,0
2016-05-21,6.012,6.012,0,15.37,15.37,0,29.6,29.6,0,2.627,2.627,0,0.00505740063083709,0.00505740063083709,0
2016-05-22,6.481,6.481,0,16.76,16.76,0,29.94,29.94,0,4.956,4.956,0,0.00885065747741261,0.00885065747741261,0
2016-05-23,5.982,5.982,0,15.23,15.23,0,29.48,29.48,0,4.675,4.675,0,0.00904526852161422,0.00904526852161422,0
2016-05-24,5.615,5.615,0,13.73,13.73,0,28.3,28.3,0,4.017,4.017,0,0.0082801523696448,0.0082801523696448,0
2016-05-25,5.277,5.277,0,12.71,12.71,0,27.88,27.88,0,3.504,3.504,0,0.00768534310319416,0.00768534310319416,0
2016-05-26,5.027,5.027,0,11.82,11.82,0,27.21,27.21,0,3.129,3.129,0,0.00720415312866079,0.00720415312866079,0
2016-05-27,4.803,4.803,0,11.06,11.06,0,26.66,26.66,0,2.833,2.833,0,0.00682684818901767,0.00682684818901767,0
2016-05-28,4.675,4.675,0,10.73,10.73,0,26.58,26.58,0,2.627,2.627,0,0.00650376312141018,0.00650376312141018,0
2016-05-29,4.481,4.481,0,10.13,10.13,0,26.16,26.16,0,2.425,2.425,0,0.006263586170415,0.006263586170415,0
2016-05-30,4.328,4.328,0,9.702,9.702,0,25.95,25.95,0,2.264,2.264,0,0.00605446019031971,0.00605446019031971,0
2016-05-31,4.148,4.148,0,9.162,9.162,0,25.56,25.56,0,2.118,2.118,0,0.00590980927890282,0.00590980927890282,0
2016-06-01,3.965,3.965,0,8.61,8.61,0,25.13,25.13,0,1.989,1.989,0,0.00580601092896175,0.00580601092896175,0
2016-06-02,3.834,3.834,0,8.052,8.052,0,24.31,24.31,0,1.883,1.883,0,0.00568439788249387,0.00568439788249387,0
2016-06-03,3.741,3.741,0,7.887,7.887,0,24.4,24.4,0,1.788,1.788,0,0.00553179482610116,0.00553179482610116,0
2016-06-04,3.569,3.569,0,7.402,7.402,0,24,24,0,1.683,1.683,0,0.0054578780237228,0.0054578780237228,0
2016-06-05,3.445,3.445,0,6.898,6.898,0,23.17,23.17,0,1.604,1.604,0,0.00538891576627426,0.00538891576627426,0
2016-06-06,3.269,3.269,0,6.614,6.614,0,23.42,23.42,0,1.512,1.512,0,0.00535331905781584,0.00535331905781584,0
2016-06-07,3.133,3.133,0,6.082,6.082,0,22.47,22.47,0,1.424,1.424,0,0.00526060692035796,0.00526060692035796,0
2016-06-08,3.082,3.082,0,6.071,6.071,0,22.8,22.8,0,1.37,1.37,0,0.00514486745018867,0.00514486745018867,0
2016-06-09,3.039,3.039,0,5.889,5.889,0,22.43,22.43,0,1.308,1.308,0,0.00498153632408321,0.00498153632408321,0
2016-06-10,3.067,3.067,0,5.997,5.997,0,22.63,22.63,0,1.273,1.273,0,0.00480397662089869,0.00480397662089869,0
2016-06-11,2.954,2.954,0,5.567,5.567,0,21.81,21.81,0,1.221,1.221,0,0.00478400285864741,0.00478400285864741,0
2016-06-12,2.805,2.805,0,5.192,5.192,0,21.42,21.42,0,1.141,1.141,0,0.00470802799234172,0.00470802799234172,0
2016-06-13,2.692,2.692,0,4.949,4.949,0,21.28,21.28,0,1.077,1.077,0,0.00463048951626218,0.00463048951626218,0
2016-06-14,2.61,2.61,0,4.819,4.819,0,21.37,21.37,0,1.028,1.028,0,0.00455867745139776,0.00455867745139776,0
2016-06-15,2.525,2.525,0,4.506,4.506,0,20.65,20.65,0,0.9733,0.9733,0,0.00446140447378071,0.00446140447378071,0
2016-06-16,2.412,2.412,0,4.269,4.269,0,20.49,20.49,0,0.9152,0.9152,0,0.00439162213623242,0.00439162213623242,0
2016-06-17,2.389,2.389,0,4.187,4.187,0,20.28,20.28,0,0.9033,0.9033,0,0.00437624994186317,0.00437624994186317,0
2016-06-18,2.48,2.48,0,4.343,4.343,0,20.27,20.27,0,0.9575,0.9575,0,0.00446861932497013,0.00446861932497013,0
2016-06-19,2.983,2.983,0,5.669,5.669,0,21.99,21.99,0,1.215,1.215,0,0.00471421387864566,0.00471421387864566,0
2016-06-20,2.599,2.599,0,4.777,4.777,0,21.28,21.28,0,1.035,1.035,0,0.00460914454277286,0.00460914454277286,0
2016-06-21,2.298,2.298,0,4.038,4.038,0,20.34,20.34,0,0.9033,0.9033,0,0.00454954791606228,0.00454954791606228,0
2016-06-22,2.14,2.14,0,3.641,3.641,0,19.69,19.69,0,0.807,0.807,0,0.00436461578400831,0.00436461578400831,0
2016-06-23,1.98,1.98,0,3.252,3.252,0,19.01,19.01,0,0.7255,0.7255,0,0.00424090441451553,0.00424090441451553,0
2016-06-24,2.149,2.149,0,3.671,3.671,0,19.77,19.77,0,0.7451,0.7451,0,0.00401295606914499,0.00401295606914499,0
2016-06-25,2.006,2.006,0,3.332,3.332,0,19.23,19.23,0,0.7304,0.7304,0,0.00421420922417931,0.00421420922417931,0
2016-06-26,1.808,1.808,0,2.831,2.831,0,18.13,18.13,0,0.6513,0.6513,0,0.00416935533431662,0.00416935533431662,0
2016-06-27,1.642,1.642,0,2.449,2.449,0,17.26,17.26,0,0.5921,0.5921,0,0.00417357445752695,0.00417357445752695,0
2016-06-28,1.488,1.488,0,2.113,2.113,0,16.44,16.44,0,0.5436,0.5436,0,0.004228270609319,0.004228270609319,0
2016-06-29,1.366,1.366,0,1.876,1.876,0,15.9,15.9,0,0.4966,0.4966,0,0.00420767583102869,0.00420767583102869,0
2016-06-30,1.253,1.253,0,1.669,1.669,0,15.42,15.42,0,0.4498,0.4498,0,0.00415484319115604,0.00415484319115604,0
2016-07-01,1.216,1.216,0,1.655,1.655,0,15.75,15.75,0,0.4199,0.4199,0,0.0039966724537037,0.0039966724537037,0
2016-07-02,1.172,1.172,0,1.536,1.536,0,15.16,15.16,0,0.3983,0.3983,0,0.00393340759701681,0.00393340759701681,0
2016-07-03,1.068,1.068,0,1.357,1.357,0,14.71,14.71,0,0.3649,0.3649,0,0.00395447530864197,0.00395447530864197,0
2016-07-04,1.041,1.041,0,1.285,1.285,0,14.29,14.29,0,0.3416,0.3416,0,0.00379798626676629,0.00379798626676629,0
2016-07-05,1.029,1.029,0,1.251,1.251,0,14.07,14.07,0,0.3263,0.3263,0,0.00367018500521902,0.00367018500521902,0
2016-07-06,0.9676,0.9676,0,1.179,1.179,0,14.1,14.1,0,0.3037,0.3037,0,0.00363274730911151,0.00363274730911151,0
2016-07-07,0.9603,0.9603,0,1.156,1.156,0,13.93,13.93,0,0.3012,0.3012,0,0.00363023129346153,0.00363023129346153,0
2016-07-08,1.17,1.17,0,1.518,1.518,0,15.02,15.02,0,0.3293,0.3293,0,0.00325755777144666,0.00325755777144666,0
2016-07-09,1.11,1.11,0,1.454,1.454,0,15.16,15.16,0,0.3078,0.3078,0,0.00320945945945946,0.00320945945945946,0
2016-07-10,0.9786,0.9786,0,1.203,1.203,0,14.23,14.23,0,0.2735,0.2735,0,0.00323473253551937,0.00323473253551937,0
2016-07-11,0.8615,0.8615,0,0.9979,0.9979,0,13.41,13.41,0,0.2465,0.2465,0,0.00331167644719589,0.00331167644719589,0
2016-07-12,0.7777,0.7777,0,0.8727,0.8727,0,12.99,12.99,0,0.2314,0.2314,0,0.00344379676062844,0.00344379676062844,0
2016-07-13,0.7055,0.7055,0,0.7757,0.7757,0,12.73,12.73,0,0.2125,0.2125,0,0.00348616688978135,0.00348616688978135,0
2016-07-14,0.6146,0.6146,0,0.6424,0.6424,0,12.1,12.1,0,0.1971,0.1971,0,0.00371176374877969,0.00371176374877969,0
2016-07-15,0.518,0.518,0,0.5047,0.5047,0,11.28,11.28,0,0.1775,0.1775,0,0.00396601959101959,0.00396601959101959,0
2016-07-16,0.5242,0.5242,0,0.5123,0.5123,0,11.31,11.31,0,0.1737,0.1737,0,0.00383520920768155,0.00383520920768155,0
2016-07-17,0.5331,0.5331,0,0.5259,0.5259,0,11.42,11.42,0,0.1758,0.1758,0,0.00381677400529398,0.00381677400529398,0
2016-07-18,0.675,0.675,0,0.7084,0.7084,0,12.15,12.15,0,0.2015,0.2015,0,0.00345507544581619,0.00345507544581619,0
2016-07-19,0.7934,0.7934,0,0.9069,0.9069,0,13.23,13.23,0,0.2212,0.2212,0,0.0032268530188873,0.0032268530188873,0
2016-07-20,0.7682,0.7682,0,0.8517,0.8517,0,12.83,12.83,0,0.1947,0.1947,0,0.00293344470479331,0.00293344470479331,0
2016-07-21,0.645,0.645,0,0.6507,0.6507,0,11.68,11.68,0,0.172,0.172,0,0.00308641975308642,0.00308641975308642,0
2016-07-22,0.6467,0.6467,0,0.6569,0.6569,0,11.76,11.76,0,0.174,0.174,0,0.00311410064773293,0.00311410064773293,0
2016-07-23,0.5776,0.5776,0,0.5679,0.5679,0,11.38,11.38,0,0.138,0.138,0,0.00276527393044014,0.00276527393044014,0
2016-07-24,0.5209,0.5209,0,0.5039,0.5039,0,11.2,11.2,0,0.1359,0.1359,0,0.00301961348947335,0.00301961348947335,0
2016-07-25,0.4423,0.4423,0,0.4029,0.4029,0,10.54,10.54,0,0.1514,0.1514,0,0.00396182413478366,0.00396182413478366,0
2016-07-26,0.3365,0.3365,0,0.2657,0.2657,0,9.14,9.14,0,0.146,0.146,0,0.00502173793407077,0.00502173793407077,0
2016-07-27,0.3172,0.3172,0,0.2362,0.2362,0,8.617,8.617,0,0.1337,0.1337,0,0.00487847951987296,0.00487847951987296,0
2016-07-28,0.2884,0.2884,0,0.221,0.221,0,8.867,8.867,0,0.1304,0.1304,0,0.00523321518467149,0.00523321518467149,0
2016-07-29,0.2396,0.2396,0,0.1781,0.1781,0,8.604,8.604,0,0.1408,0.1408,0,0.00680145922216039,0.00680145922216039,0
2016-07-30,0.1782,0.1782,0,0.1211,0.1211,0,7.862,7.862,0,0.1292,0.1292,0,0.00839152845325685,0.00839152845325685,0
2016-07-31,0.2084,0.2084,0,0.1361,0.1361,0,7.56,7.56,0,0.09976,0.09976,0,0.00554044927845312,0.00554044927845312,0
2016-08-01,0.2554,0.2554,0,0.1715,0.1715,0,7.769,7.769,0,0.09677,0.09677,0,0.00438536863018069,0.00438536863018069,0
2016-08-02,0.2002,0.2002,0,0.1251,0.1251,0,7.232,7.232,0,0.09756,0.09756,0,0.00564019314019314,0.00564019314019314,0
2016-08-03,0.259,0.259,0,0.175,0.175,0,7.82,7.82,0,0.08269,0.08269,0,0.00369521307021307,0.00369521307021307,0
2016-08-04,0.2383,0.2383,0,0.1704,0.1704,0,8.279,8.279,0,0.09695,0.09695,0,0.00470879765623786,0.00470879765623786,0
2016-08-05,0.2032,0.2032,0,0.1265,0.1265,0,7.207,7.207,0,0.1159,0.1159,0,0.00660155110819481,0.00660155110819481,0
2016-08-06,0.1742,0.1742,0,0.1112,0.1112,0,7.392,7.392,0,0.1011,0.1011,0,0.00671721520602118,0.00671721520602118,0
2016-08-07,0.1768,0.1768,0,0.1136,0.1136,0,7.439,7.439,0,0.08341,0.08341,0,0.00546037057985587,0.00546037057985587,0
2016-08-08,0.223,0.223,0,0.1488,0.1488,0,7.724,7.724,0,0.07334,0.07334,0,0.00380646902507889,0.00380646902507889,0
2016-08-09,0.3134,0.3134,0,0.2527,0.2527,0,9.334,9.334,0,0.07424,0.07424,0,0.00274173343733012,0.00274173343733012,0
2016-08-10,0.2596,0.2596,0,0.1757,0.1757,0,7.832,7.832,0,0.07767,0.07767,0,0.00346285952747817,0.00346285952747817,0
2016-08-11,0.2324,0.2324,0,0.1617,0.1617,0,8.052,8.052,0,0.08772,0.08772,0,0.00436866513673743,0.00436866513673743,0
2016-08-12,0.1927,0.1927,0,0.1322,0.1322,0,7.938,7.938,0,0.1083,0.1083,0,0.00650478579253878,0.00650478579253878,0
2016-08-13,0.1493,0.1493,0,0.08185,0.08185,0,6.345,6.345,0,0.153,0.153,0,0.0118609064523331,0.0118609064523331,0
2016-08-14,0.08254,0.08254,0,0.04279,0.04279,0,6,6,0,0.1189,0.1189,0,0.0166726121566199,0.0166726121566199,0
2016-08-15,0.07903,0.07903,0,0.0397,0.0397,0,5.814,5.814,0,0.09857,0.09857,0,0.0144357393582371,0.0144357393582371,0
2016-08-16,0.08823,0.08823,0,0.0473,0.0473,0,6.204,6.204,0,0.1142,0.1142,0,0.0149808371218322,0.0149808371218322,0
2016-08-17,0.08555,0.08555,0,0.04423,0.04423,0,5.984,5.984,0,0.1137,0.1137,0,0.0153824923696344,0.0153824923696344,0
2016-08-18,0.08028,0.08028,0,0.03934,0.03934,0,5.671,5.671,0,0.1097,0.1097,0,0.0158155944933474,0.0158155944933474,0
2016-08-19,0.05882,0.05882,0,0.02307,0.02307,0,4.54,4.54,0,0.1117,0.1117,0,0.0219793280189404,0.0219793280189404,0
2016-08-20,0.07974,0.07974,0,0.03802,0.03802,0,5.518,5.518,0,0.1008,0.1008,0,0.0146308837053758,0.0146308837053758,0
2016-08-21,0.02226,0.02226,0,0.006965,0.006965,0,3.622,3.622,0,0.06336,0.06336,0,0.0329439952081461,0.0329439952081461,0
2016-08-22,0.05451,0.05451,0,0.01996,0.01996,0,4.239,4.239,0,0.0598,0.0598,0,0.0126972964525707,0.0126972964525707,0
2016-08-23,0.1031,0.1031,0,0.04746,0.04746,0,5.328,5.328,0,0.07021,0.07021,0,0.00788182095771815,0.00788182095771815,0
2016-08-24,0.08514,0.08514,0,0.04181,0.04181,0,5.683,5.683,0,0.0667,0.0667,0,0.00906730961640522,0.00906730961640522,0
2016-08-25,0.05644,0.05644,0,0.02039,0.02039,0,4.182,4.182,0,0.07322,0.07322,0,0.0150151258629288,0.0150151258629288,0
2016-08-26,0.03865,0.03865,0,0.01455,0.01455,0,4.356,4.356,0,0.07577,0.07577,0,0.0226899765224474,0.0226899765224474,0
2016-08-27,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2016-08-28,0.05976,0.05976,0,0.02211,0.02211,0,4.283,4.283,0,0.07217,0.07217,0,0.01397759246864,0.01397759246864,0
2016-08-29,0.04609,0.04609,0,0.01846,0.01846,0,4.634,4.634,0,0.07354,0.07354,0,0.0184672902453332,0.0184672902453332,0
2016-08-30,0.02952,0.02952,0,0.008932,0.008932,0,3.502,3.502,0,0.0854,0.0854,0,0.0334832630733715,0.0334832630733715,0
2016-08-31,0.03455,0.03455,0,0.01124,0.01124,0,3.767,3.767,0,0.06997,0.06997,0,0.0234395937181755,0.0234395937181755,0
2016-09-01,0.07946,0.07946,0,0.03492,0.03492,0,5.086,5.086,0,0.07013,0.07013,0,0.0102150744376393,0.0102150744376393,0
2016-09-02,0.2197,0.2197,0,0.142,0.142,0,7.484,7.484,0,0.07633,0.07633,0,0.00402116101080598,0.00402116101080598,0
2016-09-03,0.3381,0.3381,0,0.2596,0.2596,0,8.885,8.885,0,0.396,0.396,0,0.0135561470965198,0.0135561470965198,0
2016-09-04,0.2346,0.2346,0,0.1636,0.1636,0,8.071,8.071,0,0.2613,0.2613,0,0.0128913280287961,0.0128913280287961,0
2016-09-05,0.1705,0.1705,0,0.1029,0.1029,0,6.987,6.987,0,0.1902,0.1902,0,0.0129113717823395,0.0129113717823395,0
2016-09-06,0.2622,0.2622,0,0.1758,0.1758,0,7.761,7.761,0,0.1902,0.1902,0,0.00839583863039241,0.00839583863039241,0
2016-09-07,0.3944,0.3944,0,0.3169,0.3169,0,9.298,9.298,0,0.4333,0.4333,0,0.0127156346254977,0.0127156346254977,0
2016-09-08,0.2558,0.2558,0,0.1709,0.1709,0,7.732,7.732,0,0.2687,0.2687,0,0.0121577549011091,0.0121577549011091,0
2016-09-09,0.2196,0.2196,0,0.143,0.143,0,7.537,7.537,0,0.2164,0.2164,0,0.0114054172569655,0.0114054172569655,0
2016-09-10,0.1525,0.1525,0,0.08239,0.08239,0,6.255,6.255,0,0.1735,0.1735,0,0.0131678809957498,0.0131678809957498,0
2016-09-11,0.08656,0.08656,0,0.04289,0.04289,0,5.735,5.735,0,0.119,0.119,0,0.015911677620319,0.015911677620319,0
2016-09-12,0.0789,0.0789,0,0.03561,0.03561,0,5.224,5.224,0,0.07654,0.07654,0,0.0112278787025302,0.0112278787025302,0
2016-09-13,0.07341,0.07341,0,0.03039,0.03039,0,4.791,4.791,0,0.07166,0.07166,0,0.0112981630315781,0.0112981630315781,0
2016-09-14,0.03823,0.03823,0,0.01272,0.01272,0,3.849,3.849,0,0.0601,0.0601,0,0.0181951831507155,0.0181951831507155,0
2016-09-15,0.03605,0.03605,0,0.01114,0.01114,0,3.577,3.577,0,0.07939,0.07939,0,0.0254886474546669,0.0254886474546669,0
2016-09-16,0.01568,0.01568,0,0.004464,0.004464,0,3.296,3.296,0,0.07906,0.07906,0,0.0583575444066516,0.0583575444066516,0
2016-09-17,0.04616,0.04616,0,0.01659,0.01659,0,4.159,4.159,0,0.1188,0.1188,0,0.0297876949740035,0.0297876949740035,0
2016-09-18,0.3867,0.3867,0,0.3381,0.3381,0,10.12,10.12,0,0.3182,0.3182,0,0.00952384372994665,0.00952384372994665,0
2016-09-19,0.2819,0.2819,0,0.204,0.204,0,8.376,8.376,0,0.2184,0.2184,0,0.00896693074770407,0.00896693074770407,0
2016-09-20,0.2878,0.2878,0,0.2113,0.2113,0,8.496,8.496,0,0.2067,0.2067,0,0.00831258203999691,0.00831258203999691,0
2016-09-21,0.2007,0.2007,0,0.1196,0.1196,0,6.895,6.895,0,0.1488,0.1488,0,0.00858107734041964,0.00858107734041964,0
2016-09-22,0.1356,0.1356,0,0.07888,0.07888,0,6.732,6.732,0,0.1192,0.1192,0,0.0101742598055282,0.0101742598055282,0
2016-09-23,0.1417,0.1417,0,0.08344,0.08344,0,6.817,6.817,0,0.1241,0.1241,0,0.0101365038291644,0.0101365038291644,0
2016-09-24,0.09617,0.09617,0,0.04988,0.04988,0,6.004,6.004,0,0.07081,0.07081,0,0.00852199423089514,0.00852199423089514,0
2016-09-25,0.08187,0.08187,0,0.0363,0.0363,0,5.133,5.133,0,0.0753,0.0753,0,0.0106452641721971,0.0106452641721971,0
2016-09-26,0.0505,0.0505,0,0.01982,0.01982,0,4.543,4.543,0,0.1025,0.1025,0,0.023491932526586,0.023491932526586,0
2016-09-27,0.02302,0.02302,0,0.007776,0.007776,0,3.91,3.91,0,0.1047,0.1047,0,0.05264142291727,0.05264142291727,0
2016-09-28,0.02748,0.02748,0,0.006816,0.006816,0,2.871,2.871,0,0.08053,0.08053,0,0.0339177651086312,0.0339177651086312,0
2016-09-29,0.02821,0.02821,0,0.006924,0.006924,0,2.841,2.841,0,0.09948,0.09948,0,0.0408149198471779,0.0408149198471779,0
2016-09-30,0.01011,0.01011,0,0.002226,0.002226,0,2.549,2.549,0,0.06179,0.06179,0,0.0707380847712203,0.0707380847712203,0
2016-10-01,0.02108,0.02108,0,0.006355,0.006355,0,3.49,3.49,0,0.06132,0.06132,0,0.033668037107316,0.033668037107316,0
2016-10-02,0.05013,0.05013,0,0.01842,0.01842,0,4.253,4.253,0,0.04951,0.04951,0,0.0114309277360345,0.0114309277360345,0
2016-10-03,0.01478,0.01478,0,0.003564,0.003564,0,2.79,2.79,0,0.0456,0.0456,0,0.0357089159524883,0.0357089159524883,0
2016-10-04,0.04066,0.04066,0,0.0125,0.0125,0,3.558,3.558,0,0.06071,0.06071,0,0.0172814076988942,0.0172814076988942,0
2016-10-05,0.2095,0.2095,0,0.1263,0.1263,0,6.977,6.977,0,0.08025,0.08025,0,0.00443350570140546,0.00443350570140546,0
2016-10-06,0.3709,0.3709,0,0.3072,0.3072,0,9.587,9.587,0,0.09318,0.09318,0,0.00290771696474042,0.00290771696474042,0
2016-10-07,0.9582,0.9582,0,1.144,1.144,0,13.82,13.82,0,0.1876,0.1876,0,0.00226601575484898,0.00226601575484898,0
2016-10-08,1.312,1.312,0,1.801,1.801,0,15.89,15.89,0,0.273,0.273,0,0.00240832486449864,0.00240832486449864,0
2016-10-09,1.991,1.991,0,3.267,3.267,0,18.99,18.99,0,1.548,1.548,0,0.00899882805960154,0.00899882805960154,0
2016-10-10,4.452,4.452,0,10.94,10.94,0,28.44,28.44,0,8.144,8.144,0,0.0211723403547303,0.0211723403547303,0
2016-10-11,2.508,2.508,0,4.424,4.424,0,20.42,20.42,0,5.522,5.522,0,0.0254832683560754,0.0254832683560754,0
2016-10-12,1.846,1.846,0,2.924,2.924,0,18.33,18.33,0,4.026,4.026,0,0.025242265559167,0.025242265559167,0
2016-10-13,1.637,1.637,0,2.403,2.403,0,17,17,0,3.053,3.053,0,0.0215856127966696,0.0215856127966696,0
2016-10-14,24.43,24.43,0,110,110,0,52.11,52.11,0,35.81,35.81,0,0.0169655175027668,0.0169655175027668,0
2016-10-15,8.859,8.859,0,26.3,26.3,0,34.36,34.36,0,45.26,45.26,0,0.0591311200578612,0.0591311200578612,0
2016-10-16,13.5,13.5,0,59.66,59.66,0,51.14,51.14,0,58.75,58.75,0,0.0503686556927298,0.0503686556927298,0
2016-10-17,5.857,5.857,0,14.57,14.57,0,28.79,28.79,0,49.86,49.86,0,0.0985288259063229,0.0985288259063229,0
2016-10-18,5.668,5.668,0,13.96,13.96,0,28.51,28.51,0,45.8,45.8,0,0.0935237460466818,0.0935237460466818,0
2016-10-19,4.234,4.234,0,9.258,9.258,0,25.31,25.31,0,36.85,36.85,0,0.100733261603597,0.100733261603597,0
2016-10-20,4.056,4.056,0,8.727,8.727,0,24.9,24.9,0,33.49,33.49,0,0.0955660110307546,0.0955660110307546,0
2016-10-21,14.13,14.13,0,50.02,50.02,0,40.97,40.97,0,46.32,46.32,0,0.0379413383659668,0.0379413383659668,0
2016-10-22,4.252,4.252,0,9.34,9.34,0,25.42,25.42,0,39.42,39.42,0,0.107302445907808,0.107302445907808,0
2016-10-23,3.214,3.214,0,6.355,6.355,0,22.88,22.88,0,29.45,29.45,0,0.106053665675632,0.106053665675632,0
2016-10-24,2.495,2.495,0,4.385,4.385,0,20.34,20.34,0,22.24,22.24,0,0.103169301566095,0.103169301566095,0
2016-10-25,2.138,2.138,0,3.616,3.616,0,19.57,19.57,0,17.04,17.04,0,0.0922461282610955,0.0922461282610955,0
