dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg
2017-11-01,0.829,0.829,0,0.9135,0.9135,0,12.75,12.75,0,3.49,3.49,0,0.0487255953178752,0.0487255953178752,0
2017-11-02,0.7754,0.7754,0,0.8549,0.8549,0,12.76,12.76,0,2.981,2.981,0,0.0444961501351752,0.0444961501351752,0
2017-11-03,0.7521,0.7521,0,0.8045,0.8045,0,12.38,12.38,0,2.549,2.549,0,0.0392265853142066,0.0392265853142066,0
2017-11-04,0.7348,0.7348,0,0.7662,0.7662,0,12.07,12.07,0,2.255,2.255,0,0.0355192392991794,0.0355192392991794,0
2017-11-05,0.7413,0.7413,0,0.7754,0.7754,0,12.11,12.11,0,2.154,2.154,0,0.0336308587016802,0.0336308587016802,0
2017-11-06,0.6953,0.6953,0,0.737,0.737,0,12.27,12.27,0,1.802,1.802,0,0.0299963777958888,0.0299963777958888,0
2017-11-07,0.6754,0.6754,0,0.6967,0.6967,0,11.94,11.94,0,1.608,1.608,0,0.0275556871648077,0.0275556871648077,0
2017-11-08,0.6607,0.6607,0,0.6672,0.6672,0,11.69,11.69,0,1.459,1.459,0,0.0255586106766673,0.0255586106766673,0
2017-11-09,1.067,1.067,0,3.333,3.333,0,36.16,36.16,0,2.167,2.167,0,0.0235061092019855,0.0235061092019855,0
2017-11-10,0.8658,0.8658,0,0.9896,0.9896,0,13.23,13.23,0,1.966,1.966,0,0.0262816235038457,0.0262816235038457,0
2017-11-11,1.297,1.297,0,1.748,1.748,0,15.6,15.6,0,2.816,2.816,0,0.0251292155686913,0.0251292155686913,0
2017-11-12,1.596,1.596,0,2.393,2.393,0,17.35,17.35,0,3.703,3.703,0,0.0268538823911631,0.0268538823911631,0
2017-11-13,3.78,3.78,0,8.022,8.022,0,24.56,24.56,0,11.37,11.37,0,0.0348140799529688,0.0348140799529688,0
2017-11-14,6.758,6.758,0,17.83,17.83,0,30.54,30.54,0,33.28,33.28,0,0.0569969199741322,0.0569969199741322,0
2017-11-15,3.384,3.384,0,6.823,6.823,0,23.34,23.34,0,30.99,30.99,0,0.105993071972682,0.105993071972682,0
2017-11-16,3.033,3.033,0,5.845,5.845,0,22.3,22.3,0,28.61,28.61,0,0.109177137902822,0.109177137902822,0
2017-11-17,2.384,2.384,0,4.156,4.156,0,20.18,20.18,0,21.21,21.21,0,0.102972362043251,0.102972362043251,0
2017-11-18,1.957,1.957,0,3.151,3.151,0,18.64,18.64,0,16.1,16.1,0,0.0952184939154791,0.0952184939154791,0
2017-11-19,1.71,1.71,0,2.628,2.628,0,17.79,17.79,0,13.29,13.29,0,0.0899528914879792,0.0899528914879792,0
2017-11-20,2.064,2.064,0,3.36,3.36,0,18.85,18.85,0,12.26,12.26,0,0.0687491027849555,0.0687491027849555,0
2017-11-21,10.26,10.26,0,31.86,31.86,0,35.95,35.95,0,41.42,41.42,0,0.0467249657064472,0.0467249657064472,0
2017-11-22,26.63,26.63,0,120.2,120.2,0,52.25,52.25,0,66.21,66.21,0,0.0287765469186798,0.0287765469186798,0
2017-11-23,19.7,19.7,0,79.05,79.05,0,46.43,46.43,0,70.95,70.95,0,0.0416842921601805,0.0416842921601805,0
2017-11-24,27.79,27.79,0,127.3,127.3,0,53.04,53.04,0,77.3,77.3,0,0.0321941678994576,0.0321941678994576,0
2017-11-25,5.434,5.434,0,13.13,13.13,0,27.97,27.97,0,59.1,59.1,0,0.125879237721343,0.125879237721343,0
2017-11-26,4.473,4.473,0,10.06,10.06,0,26.02,26.02,0,47.13,47.13,0,0.121950840847554,0.121950840847554,0
2017-11-27,8.375,8.375,0,23.94,23.94,0,33.09,33.09,0,56.1,56.1,0,0.0775290215588723,0.0775290215588723,0
2017-11-28,4.185,4.185,0,9.043,9.043,0,25.01,25.01,0,42.01,42.01,0,0.11618323819638,0.11618323819638,0
2017-11-29,3.444,3.444,0,7.068,7.068,0,23.76,23.76,0,31.77,31.77,0,0.106767808749516,0.106767808749516,0
2017-11-30,3.062,3.062,0,5.954,5.954,0,22.5,22.5,0,25.19,25.19,0,0.0952158477876962,0.0952158477876962,0
2017-12-01,2.685,2.685,0,4.898,4.898,0,21.11,21.11,0,19.64,19.64,0,0.0846610111042141,0.0846610111042141,0
2017-12-02,2.423,2.423,0,4.287,4.287,0,20.48,20.48,0,15.57,15.57,0,0.0743740542027789,0.0743740542027789,0
2017-12-03,2.225,2.225,0,3.76,3.76,0,19.56,19.56,0,12.43,12.43,0,0.064658759883479,0.064658759883479,0
2017-12-04,2.137,2.137,0,3.611,3.611,0,19.56,19.56,0,10.43,10.43,0,0.0564892805767864,0.0564892805767864,0
2017-12-05,2.066,2.066,0,3.373,3.373,0,18.89,18.89,0,8.762,8.762,0,0.049086174751712,0.049086174751712,0
2017-12-06,2.046,2.046,0,3.308,3.308,0,18.71,18.71,0,7.557,7.557,0,0.0427494026284349,0.0427494026284349,0
2017-12-07,2.138,2.138,0,3.611,3.611,0,19.55,19.55,0,6.975,6.975,0,0.0377591986280013,0.0377591986280013,0
2017-12-08,4.065,4.065,0,8.771,8.771,0,24.97,24.97,0,8.182,8.182,0,0.0232962051842741,0.0232962051842741,0
2017-12-09,3.385,3.385,0,6.831,6.831,0,23.36,23.36,0,8.749,8.749,0,0.0299147929317796,0.0299147929317796,0
2017-12-10,2.684,2.684,0,4.897,4.897,0,21.12,21.12,0,8.493,8.493,0,0.0366239236628581,0.0366239236628581,0
2017-12-11,2.643,2.643,0,4.747,4.747,0,20.79,20.79,0,7.813,7.813,0,0.0342142416726223,0.0342142416726223,0
2017-12-12,2.48,2.48,0,4.331,4.331,0,20.22,20.22,0,6.715,6.715,0,0.0313386723416965,0.0313386723416965,0
2017-12-13,2.692,2.692,0,4.927,4.927,0,21.18,21.18,0,6.63,6.63,0,0.028505241868912,0.028505241868912,0
2017-12-14,2.489,2.489,0,4.362,4.362,0,20.29,20.29,0,5.705,5.705,0,0.0265287635968632,0.0265287635968632,0
2017-12-15,2.458,2.458,0,4.414,4.414,0,20.79,20.79,0,5.122,5.122,0,0.024118147846789,0.024118147846789,0
2017-12-16,2.445,2.445,0,4.371,4.371,0,20.69,20.69,0,4.631,4.631,0,0.021922101037643,0.021922101037643,0
2017-12-17,2.418,2.418,0,4.271,4.271,0,20.45,20.45,0,4.199,4.199,0,0.0200990641178813,0.0200990641178813,0
2017-12-18,4.448,4.448,0,9.955,9.955,0,25.9,25.9,0,4.847,4.847,0,0.0126123059885425,0.0126123059885425,0
2017-12-19,28.1,28.1,0,129,129,0,53.12,53.12,0,13.46,13.46,0,0.00554402267035719,0.00554402267035719,0
2017-12-20,3.86,3.86,0,8.138,8.138,0,24.4,24.4,0,20.08,20.08,0,0.0602091729034734,0.0602091729034734,0
2017-12-21,2.945,2.945,0,5.511,5.511,0,21.66,21.66,0,15.34,15.34,0,0.0602873671634283,0.0602873671634283,0
2017-12-22,2.83,2.83,0,5.259,5.259,0,21.51,21.51,0,11.94,11.94,0,0.0488319591676482,0.0488319591676482,0
2017-12-23,2.749,2.749,0,5.135,5.135,0,21.62,21.62,0,9.452,9.452,0,0.0397956159142045,0.0397956159142045,0
2017-12-24,2.692,2.692,0,4.925,4.925,0,21.17,21.17,0,7.632,7.632,0,0.0328132738979693,0.0328132738979693,0
2017-12-25,2.655,2.655,0,4.788,4.788,0,20.87,20.87,0,6.301,6.301,0,0.0274682639324824,0.0274682639324824,0
2017-12-26,2.63,2.63,0,4.697,4.697,0,20.67,20.67,0,5.316,5.316,0,0.0233945923109421,0.0233945923109421,0
2017-12-27,2.613,2.613,0,4.806,4.806,0,21.29,21.29,0,4.581,4.581,0,0.0202911723434111,0.0202911723434111,0
2017-12-28,2.602,2.602,0,4.765,4.765,0,21.2,21.2,0,4.025,4.025,0,0.017903784837874,0.017903784837874,0
2017-12-29,7.482,7.482,0,20.59,20.59,0,31.85,31.85,0,3.549,3.549,0,0.00549002791885711,0.00549002791885711,0
2017-12-30,27.02,27.02,0,122.7,122.7,0,52.54,52.54,0,3.91,3.91,0,0.00167485675905365,0.00167485675905365,0
2017-12-31,6.54,6.54,0,76.17,76.17,0,134.8,134.8,0,6.01,6.01,0,0.0106361139426889,0.0106361139426889,0
2018-01-01,2.801,2.801,0,5.132,5.132,0,21.21,21.21,0,3.112,3.112,0,0.0128591640551655,0.0128591640551655,0
2018-01-02,2.61,2.61,0,4.793,4.793,0,21.26,21.26,0,2.708,2.708,0,0.0120086561657443,0.0120086561657443,0
2018-01-03,2.577,2.577,0,4.674,4.674,0,20.99,20.99,0,2.516,2.516,0,0.0113001049167134,0.0113001049167134,0
2018-01-04,2.605,2.605,0,4.776,4.776,0,21.22,21.22,0,2.369,2.369,0,0.0105255207222578,0.0105255207222578,0
2018-01-05,2.855,2.855,0,5.349,5.349,0,21.69,21.69,0,2.252,2.252,0,0.00912953233443601,0.00912953233443601,0
2018-01-06,5.652,5.652,0,15.2,15.2,0,31.12,31.12,0,2.457,2.457,0,0.00503140481245577,0.00503140481245577,0
2018-01-07,2.793,2.793,0,5.12,5.12,0,21.22,21.22,0,2.452,2.452,0,0.0101609844717614,0.0101609844717614,0
2018-01-08,2.761,2.761,0,8.111,8.111,0,34,34,0,2.522,2.522,0,0.0105721893570499,0.0105721893570499,0
2018-01-09,4.949,4.949,0,16.81,16.81,0,39.31,39.31,0,5.324,5.324,0,0.0124510750394767,0.0124510750394767,0
2018-01-10,3.622,3.622,0,7.588,7.588,0,24.25,24.25,0,14.57,14.57,0,0.0465583266867088,0.0465583266867088,0
2018-01-11,5.183,5.183,0,15.56,15.56,0,34.76,34.76,0,25.1,25.1,0,0.0560504069572177,0.0560504069572177,0
2018-01-12,4.238,4.238,0,12.64,12.64,0,34.52,34.52,0,34.06,34.06,0,0.0930186321290616,0.0930186321290616,0
2018-01-13,16.68,16.68,0,63.61,63.61,0,44.14,44.14,0,63.39,63.39,0,0.0439856448174794,0.0439856448174794,0
2018-01-14,25.52,25.52,0,112.5,112.5,0,51.03,51.03,0,85.27,85.27,0,0.0386724645884129,0.0386724645884129,0
2018-01-15,10.73,10.73,0,33.78,33.78,0,36.45,36.45,0,80.35,80.35,0,0.0866707224465845,0.0866707224465845,0
2018-01-16,11.92,11.92,0,39.23,39.23,0,38.1,38.1,0,80.89,80.89,0,0.0785425211285111,0.0785425211285111,0
2018-01-17,9.271,9.271,0,27.83,27.83,0,34.74,34.74,0,72.5,72.5,0,0.0905102330245249,0.0905102330245249,0
2018-01-18,11.67,11.67,0,38.2,38.2,0,37.88,37.88,0,64.11,64.11,0,0.0635830238979339,0.0635830238979339,0
2018-01-19,6.917,6.917,0,18.3,18.3,0,30.62,30.62,0,52.25,52.25,0,0.087428852157058,0.087428852157058,0
2018-01-20,5.541,5.541,0,13.65,13.65,0,28.52,28.52,0,39.62,39.62,0,0.082758493920739,0.082758493920739,0
2018-01-21,5.094,5.094,0,12.1,12.1,0,27.49,27.49,0,31.01,31.01,0,0.0704578007532464,0.0704578007532464,0
2018-01-22,4.679,4.679,0,10.73,10.73,0,26.54,26.54,0,24.3,24.3,0,0.0601089976490703,0.0601089976490703,0
2018-01-23,4.436,4.436,0,9.892,9.892,0,25.81,25.81,0,19.52,19.52,0,0.0509301005243296,0.0509301005243296,0
2018-01-24,4.27,4.27,0,9.409,9.409,0,25.51,25.51,0,15.97,15.97,0,0.0432875791482349,0.0432875791482349,0
2018-01-25,4.495,4.495,0,10.16,10.16,0,26.17,26.17,0,17.4,17.4,0,0.0448028673835125,0.0448028673835125,0
2018-01-26,4.23,4.23,0,9.241,9.241,0,25.28,25.28,0,14.35,14.35,0,0.0392642938446721,0.0392642938446721,0
2018-01-27,4.343,4.343,0,11.94,11.94,0,31.82,31.82,0,14.12,14.12,0,0.0376297319654446,0.0376297319654446,0
2018-01-28,9.939,9.939,0,30.42,30.42,0,35.42,35.42,0,29.93,29.93,0,0.0348538119566392,0.0348538119566392,0
2018-01-29,8.806,8.806,0,26,26,0,34.17,34.17,0,32.63,32.63,0,0.0428868995045466,0.0428868995045466,0
2018-01-30,34.33,34.33,0,169.5,169.5,0,57.14,57.14,0,32.92,32.92,0,0.0110987042970731,0.0110987042970731,0
2018-01-31,5.878,5.878,0,14.68,14.68,0,28.91,28.91,0,26.07,26.07,0,0.0513331254016861,0.0513331254016861,0
2018-02-01,5.463,5.463,0,13.27,13.27,0,28.12,28.12,0,20.71,20.71,0,0.0438768211740937,0.0438768211740937,0
2018-02-02,6.24,6.24,0,15.85,15.85,0,29.4,29.4,0,17.38,17.38,0,0.0322367640075973,0.0322367640075973,0
2018-02-03,34.55,34.55,0,171.6,171.6,0,57.5,57.5,0,20.54,20.54,0,0.00688079541190974,0.00688079541190974,0
2018-02-04,27.74,27.74,0,126.9,126.9,0,52.96,52.96,0,21.27,21.27,0,0.00887456941440359,0.00887456941440359,0
2018-02-05,24.46,24.46,0,106.5,106.5,0,50.38,50.38,0,19.14,19.14,0,0.00905673662214954,0.00905673662214954,0
2018-02-06,11.56,11.56,0,37.51,37.51,0,37.55,37.55,0,16.62,16.62,0,0.0166402345251826,0.0166402345251826,0
2018-02-07,10.61,10.61,0,33.58,33.58,0,36.63,36.63,0,14.23,14.23,0,0.0155230041540126,0.0155230041540126,0
2018-02-08,13.43,13.43,0,46.43,46.43,0,40.02,40.02,0,12.64,12.64,0,0.0108932461873638,0.0108932461873638,0
2018-02-09,10.89,10.89,0,34.84,34.84,0,37.02,37.02,0,11.31,11.31,0,0.0120204570962147,0.0120204570962147,0
2018-02-10,7.355,7.355,0,20.29,20.29,0,31.93,31.93,0,10.01,10.01,0,0.015752070901629,0.015752070901629,0
2018-02-11,6.806,6.806,0,18.08,18.08,0,30.75,30.75,0,9.005,9.005,0,0.01531362577682,0.01531362577682,0
2018-02-12,6.41,6.41,0,16.73,16.73,0,30.2,30.2,0,8.202,8.202,0,0.0148097590570289,0.0148097590570289,0
2018-02-13,6.161,6.161,0,15.79,15.79,0,29.65,29.65,0,7.61,7.61,0,0.0142961700541639,0.0142961700541639,0
2018-02-14,7.12,7.12,0,19.4,19.4,0,31.53,31.53,0,7.098,7.098,0,0.0115383114856429,0.0115383114856429,0
2018-02-15,5.834,5.834,0,14.48,14.48,0,28.72,28.72,0,6.658,6.658,0,0.0132088078822738,0.0132088078822738,0
2018-02-16,5.75,5.75,0,14.38,14.38,0,28.94,28.94,0,6.311,6.311,0,0.0127033011272142,0.0127033011272142,0
2018-02-17,5.84,5.84,0,14.5,14.5,0,28.74,28.74,0,6.016,6.016,0,0.0119228817858955,0.0119228817858955,0
2018-02-18,5.768,5.768,0,14.47,14.47,0,29.03,29.03,0,5.739,5.739,0,0.0115158826475574,0.0115158826475574,0
2018-02-19,5.714,5.714,0,14.2,14.2,0,28.76,28.76,0,5.504,5.504,0,0.0111487055834273,0.0111487055834273,0
2018-02-20,5.687,5.687,0,14.06,14.06,0,28.61,28.61,0,5.299,5.299,0,0.0107844238646947,0.0107844238646947,0
2018-02-21,5.66,5.66,0,13.92,13.92,0,28.47,28.47,0,5.096,5.096,0,0.0104207564454914,0.0104207564454914,0
2018-02-22,5.633,5.633,0,13.79,13.79,0,28.34,28.34,0,4.902,4.902,0,0.0100720949957591,0.0100720949957591,0
2018-02-23,5.604,5.604,0,13.65,13.65,0,28.19,28.19,0,4.71,4.71,0,0.00972767467681815,0.00972767467681815,0
2018-02-24,5.569,5.569,0,13.8,13.8,0,28.67,28.67,0,4.522,4.522,0,0.00939808995564068,0.00939808995564068,0
2018-02-25,5.546,5.546,0,13.68,13.68,0,28.56,28.56,0,4.389,4.389,0,0.00915950434747766,0.00915950434747766,0
2018-02-26,5.503,5.503,0,13.48,13.48,0,28.34,28.34,0,4.178,4.178,0,0.00878729447237534,0.00878729447237534,0
2018-02-27,5.477,5.477,0,13.35,13.35,0,28.2,28.2,0,4.018,4.018,0,0.00849089458273318,0.00849089458273318,0
2018-02-28,5.907,5.907,0,14.83,14.83,0,29.07,29.07,0,3.915,3.915,0,0.00767098357880481,0.00767098357880481,0
2018-03-01,5.661,5.661,0,13.93,13.93,0,28.49,28.49,0,3.854,3.854,0,0.00787961163778157,0.00787961163778157,0
2018-03-02,15.67,15.67,0,57.61,57.61,0,42.55,42.55,0,3.791,3.791,0,0.00280008390649744,0.00280008390649744,0
2018-03-03,5.482,5.482,0,13.37,13.37,0,28.23,28.23,0,3.853,3.853,0,0.00813478792546651,0.00813478792546651,0
2018-03-04,7.196,7.196,0,19.42,19.42,0,31.24,31.24,0,4.495,4.495,0,0.0072297752866819,0.0072297752866819,0
2018-03-05,5.333,5.333,0,12.96,12.96,0,28.12,28.12,0,4.538,4.538,0,0.00984870582189165,0.00984870582189165,0
2018-03-06,5.313,5.313,0,12.86,12.86,0,28.01,28.01,0,4.74,4.74,0,0.0103258255432168,0.0103258255432168,0
2018-03-07,5.282,5.282,0,12.71,12.71,0,27.84,27.84,0,4.456,4.456,0,0.00976411852973761,0.00976411852973761,0
2018-03-08,5.264,5.264,0,12.62,12.62,0,27.75,27.75,0,3.974,3.974,0,0.0087377223347968,0.0087377223347968,0
2018-03-09,11.5,11.5,0,37.66,37.66,0,37.91,37.91,0,6.585,6.585,0,0.0066274154589372,0.0066274154589372,0
2018-03-10,5.296,5.296,0,12.78,12.78,0,27.92,27.92,0,5.524,5.524,0,0.012072353698109,0.012072353698109,0
2018-03-11,9.244,9.244,0,27.69,27.69,0,34.67,34.67,0,6.567,6.567,0,0.00822230035097841,0.00822230035097841,0
2018-03-12,28.14,28.14,0,129.4,129.4,0,53.23,53.23,0,7.349,7.349,0,0.00302266774592645,0.00302266774592645,0
2018-03-13,29.98,29.98,0,140.5,140.5,0,54.25,54.25,0,6.621,6.621,0,0.00255610221629234,0.00255610221629234,0
2018-03-14,24.93,24.93,0,109.5,109.5,0,50.84,50.84,0,7.297,7.297,0,0.00338772637458959,0.00338772637458959,0
2018-03-15,6.432,6.432,0,16.85,16.85,0,30.32,30.32,0,6.096,6.096,0,0.0109694582642344,0.0109694582642344,0
2018-03-16,6.012,6.012,0,15.37,15.37,0,29.59,29.59,0,5.089,5.089,0,0.00979714952810429,0.00979714952810429,0
2018-03-17,5.742,5.742,0,14.34,14.34,0,28.91,28.91,0,4.356,4.356,0,0.00878033205619413,0.00878033205619413,0
2018-03-18,5.667,5.667,0,13.98,13.98,0,28.55,28.55,0,3.817,3.817,0,0.00779570156003895,0.00779570156003895,0
2018-03-19,5.644,5.644,0,13.86,13.86,0,28.42,28.42,0,3.433,3.433,0,0.00704000643095257,0.00704000643095257,0
2018-03-20,5.534,5.534,0,13.64,13.64,0,28.52,28.52,0,3.108,3.108,0,0.00650022085692487,0.00650022085692487,0
2018-03-21,15.38,15.38,0,56.25,56.25,0,42.33,42.33,0,3.06,3.06,0,0.00230277416558301,0.00230277416558301,0
2018-03-22,7.573,7.573,0,21.09,21.09,0,32.24,32.24,0,2.963,2.963,0,0.00452845391277981,0.00452845391277981,0
2018-03-23,6.187,6.187,0,15.93,15.93,0,29.79,29.79,0,2.82,2.82,0,0.00527539823644559,0.00527539823644559,0
2018-03-24,5.796,5.796,0,14.29,14.29,0,28.53,28.53,0,2.615,2.615,0,0.00522191230222631,0.00522191230222631,0
2018-03-25,5.567,5.567,0,13.79,13.79,0,28.68,28.68,0,2.545,2.545,0,0.00529118349533295,0.00529118349533295,0
2018-03-26,5.53,5.53,0,13.61,13.61,0,28.49,28.49,0,2.742,2.742,0,0.00573889893510147,0.00573889893510147,0
2018-03-27,6.561,6.561,0,17.17,17.17,0,30.29,30.29,0,3.291,3.291,0,0.00580555978932751,0.00580555978932751,0
2018-03-28,12.02,12.02,0,39.97,39.97,0,38.48,38.48,0,2.92,2.92,0,0.00281167190484994,0.00281167190484994,0
2018-03-29,5.683,5.683,0,14.05,14.05,0,28.62,28.62,0,2.646,2.646,0,0.00538887911314447,0.00538887911314447,0
2018-03-30,6.364,6.364,0,16.51,16.51,0,30.02,30.02,0,2.434,2.434,0,0.00442666503713015,0.00442666503713015,0
2018-03-31,5.721,5.721,0,14.24,14.24,0,28.82,28.82,0,2.297,2.297,0,0.00464702816782873,0.00464702816782873,0
2018-04-01,6.46,6.46,0,16.65,16.65,0,29.83,29.83,0,2.247,2.247,0,0.00402584279325765,0.00402584279325765,0
2018-04-02,5.205,5.205,0,12.36,12.36,0,27.48,27.48,0,2.059,2.059,0,0.00457848578645889,0.00457848578645889,0
2018-04-03,5.01,5.01,0,11.72,11.72,0,27.07,27.07,0,1.93,1.93,0,0.00445867524210838,0.00445867524210838,0
2018-04-04,5.104,5.104,0,12.16,12.16,0,27.57,27.57,0,1.824,1.824,0,0.00413618948101707,0.00413618948101707,0
2018-04-05,6.521,6.521,0,16.96,16.96,0,30.1,30.1,0,1.777,1.777,0,0.00315398399472928,0.00315398399472928,0
2018-04-06,8.851,8.851,0,26.28,26.28,0,34.37,34.37,0,2.03,2.03,0,0.00265454416115358,0.00265454416115358,0
2018-04-07,10.08,10.08,0,32.63,32.63,0,37.47,37.47,0,3.674,3.674,0,0.00421856628453851,0.00421856628453851,0
2018-04-08,16.21,16.21,0,60.11,60.11,0,42.93,42.93,0,7.383,7.383,0,0.00527152306532319,0.00527152306532319,0
2018-04-09,11.99,11.99,0,39.78,39.78,0,38.39,38.39,0,6.418,6.418,0,0.00619536342013406,0.00619536342013406,0
2018-04-10,9.997,9.997,0,30.8,30.8,0,35.66,35.66,0,5.258,5.258,0,0.00608747439046529,0.00608747439046529,0
2018-04-11,9.158,9.158,0,27.18,27.18,0,34.36,34.36,0,4.527,4.527,0,0.00572131833733712,0.00572131833733712,0
2018-04-12,8.781,8.781,0,25.87,25.87,0,34.1,34.1,0,8.415,8.415,0,0.0110916562274608,0.0110916562274608,0
2018-04-13,7.141,7.141,0,19.52,19.52,0,31.64,31.64,0,6.469,6.469,0,0.010484902000446,0.010484902000446,0
2018-04-14,11.64,11.64,0,37.99,37.99,0,37.79,37.79,0,5.832,5.832,0,0.00579896907216495,0.00579896907216495,0
2018-04-15,8.92,8.92,0,26.24,26.24,0,34.04,34.04,0,4.896,4.896,0,0.00635276532137519,0.00635276532137519,0
2018-04-16,8.802,8.802,0,26,26,0,34.19,34.19,0,9.746,9.746,0,0.0128153744519343,0.0128153744519343,0
2018-04-17,7.419,7.419,0,20.27,20.27,0,31.62,31.62,0,8.881,8.881,0,0.013854879613405,0.013854879613405,0
2018-04-18,6.675,6.675,0,17.78,17.78,0,30.83,30.83,0,7.046,7.046,0,0.012217367179914,0.012217367179914,0
2018-04-19,7.451,7.451,0,20.45,20.45,0,31.76,31.76,0,5.714,5.714,0,0.00887589038508378,0.00887589038508378,0
2018-04-20,7.224,7.224,0,19.6,19.6,0,31.4,31.4,0,4.764,4.764,0,0.00763273655715516,0.00763273655715516,0
2018-04-21,8.293,8.293,0,23.95,23.95,0,33.42,33.42,0,4.036,4.036,0,0.00563281839659507,0.00563281839659507,0
2018-04-22,5.896,5.896,0,14.8,14.8,0,29.06,29.06,0,3.503,3.503,0,0.00687652331775466,0.00687652331775466,0
2018-04-23,6.418,6.418,0,16.8,16.8,0,30.3,30.3,0,3.099,3.099,0,0.00558866555867179,0.00558866555867179,0
2018-04-24,7.502,7.502,0,20.74,20.74,0,31.99,31.99,0,2.795,2.795,0,0.00431212170581672,0.00431212170581672,0
2018-04-25,8.251,8.251,0,23.7,23.7,0,33.25,33.25,0,2.573,2.573,0,0.00360927070568326,0.00360927070568326,0
2018-04-26,9.663,9.663,0,29.29,29.29,0,35.08,35.08,0,2.402,2.402,0,0.00287704914891089,0.00287704914891089,0
2018-04-27,9.377,9.377,0,28.04,28.04,0,34.62,34.62,0,2.429,2.429,0,0.00299812583192129,0.00299812583192129,0
2018-04-28,8.958,8.958,0,26.48,26.48,0,34.21,34.21,0,2.608,2.608,0,0.00336963442567372,0.00336963442567372,0
2018-04-29,5.843,5.843,0,14.54,14.54,0,28.81,28.81,0,2.53,2.53,0,0.00501153643802968,0.00501153643802968,0
2018-04-30,5.752,5.752,0,14.41,14.41,0,28.99,28.99,0,2.475,2.475,0,0.0049801518312471,0.0049801518312471,0
2018-05-01,5.597,5.597,0,13.65,13.65,0,28.22,28.22,0,2.401,2.401,0,0.00496504410431514,0.00496504410431514,0
2018-05-02,5.67,5.67,0,14.01,14.01,0,28.59,28.59,0,2.389,2.389,0,0.00487662486119276,0.00487662486119276,0
2018-05-03,6.84,6.84,0,18.3,18.3,0,30.97,30.97,0,2.545,2.545,0,0.00430643545592376,0.00430643545592376,0
2018-05-04,7.539,7.539,0,20.95,20.95,0,32.16,32.16,0,2.821,2.821,0,0.00433087451425427,0.00433087451425427,0
2018-05-05,6.376,6.376,0,16.58,16.58,0,30.1,30.1,0,3.081,3.081,0,0.0055928046145267,0.0055928046145267,0
2018-05-06,6.363,6.363,0,16.52,16.52,0,30.04,30.04,0,3.517,3.517,0,0.00639729978288834,0.00639729978288834,0
2018-05-07,6.472,6.472,0,16.73,16.73,0,29.91,29.91,0,4.144,4.144,0,0.00741084100169391,0.00741084100169391,0
2018-05-08,6.668,6.668,0,17.76,17.76,0,30.82,30.82,0,4.764,4.764,0,0.00826917949743385,0.00826917949743385,0
2018-05-09,6.608,6.608,0,17.44,17.44,0,30.55,30.55,0,5.391,5.391,0,0.00944246872477805,0.00944246872477805,0
2018-05-10,5.671,5.671,0,14.01,14.01,0,28.6,28.6,0,5.424,5.424,0,0.0110699661043516,0.0110699661043516,0
2018-05-11,5.449,5.449,0,13.24,13.24,0,28.12,28.12,0,5.33,5.33,0,0.0113213093805863,0.0113213093805863,0
2018-05-12,5.314,5.314,0,12.9,12.9,0,28.09,28.09,0,5.248,5.248,0,0.01143032381271,0.01143032381271,0
2018-05-13,5.639,5.639,0,13.87,13.87,0,28.46,28.46,0,5.637,5.637,0,0.011569969064649,0.011569969064649,0
2018-05-14,5.24,5.24,0,12.54,12.54,0,27.71,27.71,0,5.695,5.695,0,0.0125790747808878,0.0125790747808878,0
2018-05-15,5.086,5.086,0,12.1,12.1,0,27.55,27.55,0,5.598,5.598,0,0.0127392187704811,0.0127392187704811,0
2018-05-16,4.914,4.914,0,11.59,11.59,0,27.31,27.31,0,5.328,5.328,0,0.0125491792158459,0.0125491792158459,0
2018-05-17,5,5,0,11.7,11.7,0,27.09,27.09,0,4.942,4.942,0,0.0114398148148148,0.0114398148148148,0
2018-05-18,4.965,4.965,0,11.52,11.52,0,26.86,26.86,0,4.627,4.627,0,0.0107861512065943,0.0107861512065943,0
2018-05-19,4.872,4.872,0,11.38,11.38,0,27.03,27.03,0,4.356,4.356,0,0.0103482484948002,0.0103482484948002,0
2018-05-20,4.842,4.842,0,11.24,11.24,0,26.87,26.87,0,4.404,4.404,0,0.0105271008306944,0.0105271008306944,0
2018-05-21,4.795,4.795,0,11.03,11.03,0,26.61,26.61,0,4.17,4.17,0,0.0100654617077975,0.0100654617077975,0
2018-05-22,4.672,4.672,0,10.74,10.74,0,26.59,26.59,0,3.968,3.968,0,0.00983003551496702,0.00983003551496702,0
2018-05-23,4.583,4.583,0,10.33,10.33,0,26.09,26.09,0,3.814,3.814,0,0.00963201364139614,0.00963201364139614,0
2018-05-24,4.446,4.446,0,9.984,9.984,0,25.99,25.99,0,3.638,3.638,0,0.00947064360807051,0.00947064360807051,0
2018-05-25,4.382,4.382,0,9.7,9.7,0,25.62,25.62,0,3.521,3.521,0,0.0092999349189445,0.0092999349189445,0
2018-05-26,4.293,4.293,0,9.561,9.561,0,25.78,25.78,0,3.393,3.393,0,0.00914764345057846,0.00914764345057846,0
